Text,Emotion
"@naoernaour Well done!! :D Bon bah maintenant, il ne te reste plus qu'à réviser pour les finals! ",joy
"From Adopt-a-Family, 2 seasonal  shelters,  markets and Tree Lots - r comm is proudly sharing  this holiday season!",joy
My mate marmite RT @WISHGIRL123: @TheBodyShopUK My pet rescue Chickens make me laugh everyday!  (ever seen 16 chickens fight ove...,joy
"SHE was once considered one of the world 's most beautiful women , but yesterday every line etched on Britt Ekland 's face told a story of personal anguish . ",sadness
"Just had a cheeky 45 minutes nap at work ,Only problem now is im more tired than before  ",joy
Snow is a fucking evil bitch -.- ,anger
Lady A concert with @KDClapp06 by some sketchy people. ,joy
no sleep last night. visitors coming today. ,joy
A weekend full of babysitting lol and did I mention @emily_huddle. Wants to pull and all nighter on Saturday to study! Excuse me? #nerd,joy
My family told me to leave if I was not willing to accept the conditions they imposed on me.,anger
"Boys don't cry doesn't have a good end, i'm afraid #tears",sadness
"&quot;@OMGFactsSex: A 2008 study found that self-absorbed, devious and thrill-seeking men do better with women.&quot; haha",sadness
Time for my annual Sunday prokastinated homework. ,joy
Im suppose to be productive this week but I just woke up....#screwfinals,joy
the staff for my Gandalf action figure has mysteriously disappeared :( ,sadness
i will be the last fucking person on this campus thanks to my copy editing/layout class that ends at 710 ,joy
time to get to essay writing.. ,joy
@PostOfficeIndia I received my parcel trashed. It proves it was teared from backside and thing was removed.  #cheapservice,anger
When a boy who was drunk came into my room and misbehaved in the presence of my boyfriend.,anger
"Girls in the @lululemon pants.. Daymn. Even the girls that shouldn't be wearing them. You should already know, infinite  ",joy
@Trip_Threat there has been no snow.. This snow dance does not work :'( ,sadness
@SusKamery_24 hi hello hey. We did not get food today. ,sadness
When an unknown person provoked me verbally and physically.,anger
Urgent care on my day off ,joy
@BritneyBaxley andd I'm way excited! We should make new lovee bracelets since mine died. ,sadness
"His brown , nearly auburn hair clung to his scalp as if with misery , sad eyes stared out of a freckled face , his hands were clenched tight . ",sadness
Hates school. I wanna look at Christmas lights.,sadness
"Is your turn , Sir . I ‘ m sorry that you have to wait . Saturday is busy day for us . ",sadness
When I gave birth to a healthy boy.,joy
"@ToeKneeSmith 1-1. Newcastle equalised with a penalty, and it was never a penalty. ",joy
"A friend of mine came to visit and stayed with my roommate and me. My roommate and she became good friends. After she left, he didn't talk too highly of her.",anger
Encounter TONIGHT! 9PM 324 West Main. Last one of the semester! Isaiah 51:11 is gonna happen tonight. #community #runtothebattle,joy
last Day Of ThanksGiving Break . . . . Then Back To Boring Ol' School . ,joy
And wherever I sleep the dog decides to join me. ,joy
The moment when you realize that your paper is supposed to be double spaced not single spaced ,joy
 What did I do ? I haven't done anything . ,anger
 The moment you realize the books you were gonna sell back are rented and you don't own them,sadness
@karenbluebelle @pioneer_1872 Oreo!! tasteless!!  I found Jacob's Cream Crackers in a discount store a while back...........LOL,joy
"When my nephew was born. The birth was hard, it was a big baby.",joy
Its not the its the ignorance which is gradually changing my mindset...,anger
gonna get my Canon Rebel T3 on Black Friday!! ,joy
Joy goes against the foundations of mathematics: it multiplies when we divide.― Paulo Coelho #quote #quotes,joy
"Also, Leah brought home a single slice of apple pie, and our Evil Other Roommate ate it while I slept.  ",sadness
"@Logan_2012dt just don't let him get the best of you, NO One has the power to steal your ",joy
I had a little cat which was very sick. As I liked it very much I went to a veterinary with it. He told me how to tend it and it really recovered its health. Everybody said that I had saved its life.,joy
I swear my poor dog Daisy has Alzheimer's. All the Mangans are growing up ,sadness
My mom wrote a Christmas song 40 years ago. I'll sing it to you. ,joy
"@SteelCityKnight Today is December, sir. And it's cold. ",sadness
Driver's ed for 2 hours after school everyday for the next 2 weeks #sarcasm,joy
" Did she ? That ’ s great . However , if we have too many children , that will have a bad effect on the enviroment . ",joy
"Somewhere in my house, a very Loyal Blackberry is being ignored.. ",sadness
close to hyping my housemate for bringing all the boys back from football at 11.30 on a tuesday night. ,anger
I love my baby girl :) she is so precious to me  ,joy
met a lot of ma  mates online and i cant express ma in #words #DatusBubiashie 2005 batch #love u all to the #max,joy
"I was travelling from Delhi to Bombay.  I had booked a seat one month back and I had also got a telegram confirming this.  However, in the train my name had been omitted from the reservation sheet, and the one seat that was still vacant was alloted to another person who paid for it despite my requests for the seat.  I was allowed to stay in the reserved compartment when I paid money.",anger
"If I were to step out rite now, 75% chance ima run into traffic, mind its 4 am ",sadness
My wife has just started using twitter &amp; she's telling me who *I* should be following... because they are people I &quot;need to listen to&quot; ,joy
"&quot;Our worship should change the world...&quot; Even if it's one life, it's one change for the better. This is the time to be infectious! ",joy
How can we have a house full of food but still nothing to eat. ,sadness
and the Thanksgiving festivities start #ineedadrink,joy
this month is going to suck...finish it out playing the flyers and the devils with whom we have a horrible record...#isles,joy
" are essential. They are structural 2society. Bring &amp;wealth. Talk That Talk but also ACT: ensure Gov.,private,public funds support",joy
Time to start this weekend's homework… ,joy
Had an argument with my classmate for borrowed books.,anger
I was so determined not to lose the first Chapstick I ever bought. I have failed. ,sadness
"I partly colored my hair black. My mother didn't like it and reproached me to be a \subversive element\"". Later on she stated that this was due to my friends. As I see it, this all resulted from colouring my hair.""",sadness
And now it's turkey day weekend! #thankfulness,joy
 I'm glad . ,anger
Can't believe there will be no more Buehrle on the south side. He'll just be at South Beach instead. #whitesox,sadness
Getting off a whole ten minutes early.. ,joy
Buddy and mclovin that's a lot of good comedy in one day spose best go sleep now for a 6.30 start ,joy
"@Sammipie_123  i left early , i couldnt take it and i had to see my grandfather leave back to  ",sadness
Getting ripped off by people that are supposed to help you - sucks. Now it's war. I won't let this one slide. ,anger
When I was selected at TISS X.,joy
@Ginevraahhhh i do too! dress rehearsals went well! and my favourite band's light designer likes my design. ,joy
"She was irritated , indignant . ",anger
"The inescapable excitement of another giftday, I breath in delight of dancing to loves song . via @38harmony",joy
When on a car journey a fellow student crossed our way with his own car and we had to bump into a roadside trunk.,anger
That feeling when you actually complete your homework ,joy
@KingSpare That has to be the worst.  Mrs. Mcintyre made me clean her room to go! ,sadness
"Break! Where ever you have tension, see a bubble around it. Pop the bubble &amp; the tension releases. #LJB",joy
Squashed between two fat people who have fallen asleep ,joy
@ochocinco yeah dude. The album is dopeness to the ear drums. What a talent. What a voice. #MusicEducation,sadness
Time to get ready for 8 hours of work #NOT!,joy
“@chrismcdevitt: @MarkStress the fact of the matter is that's frowned upon.” I want to jump through twitter with ,anger
Celebrate Life  this is your one chance Give the  of    &amp; #TY,joy
"#Lycka #happiness when you accomplish something you had almost given up on, now its time for a new start with new #positive energy :)",joy
"I don't like days of remembrance. It should have been a weekend of 50th celebrations, but it's very different. #memories #pake",sadness
"Joy descends gently upon us like the evening dew, and does not patter down like a hailstorm. Jean Paul ",joy
 That ’ s a little troublesome . ,sadness
"I coped at the time but now , five years on , I feel guilty and resentful about the whole affair . ",anger
"Starting the day out right with 8 o'clock workouts, then class til 4:30 ",joy
I have an hour and seventeen minutes until I spend the rest of my day at the library. ,joy
My hair has decided to be a curly mess today. ,joy
Heading to campus in the rain to take grad photos ,joy
Daily freak out. Several hours early. ,joy
"@zoewinters you've abandoned me on the chats of late, forcing me to resort to tweeting ",sadness
